brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price
Lenovo,"Lenovo 14"" Laptop",14 Inches,Maroon,256 GB,Pentium,4 GB,Windows 11,,Integrated,Intel,,0.0,1317.85
MSI,Vector GP68HX 13VH-098US,16 Inches,Scarlet,1 TB,Core i9,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4080,,5.0,859.56
ASUS,ASUS ZenBook Pro 16,16 Inches,Tech Black,2 TB,Core i9,32 GB,Windows 11 Pro,Fingerprint reader,RTX 3060,,,4.2,1292.63
MSI,Stealth GS66 12UGS-025,15.6 Inches,Crimson,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1201.32
DELL,Inspiron,16 Inches,Burgundy,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,625.4
ROKC,,14 Inches,Maroon,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1155.71
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1077.87
MSI,Vector GP66 12UGS-267,15.66 Inches,Crimson,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1389.9
HP,Chromebook 11a,11.6 Inches,Ash Gray,,MediaTek MT8183,4 GB,Chrome OS,Anti Glare Coating,Integrated,MediaTek,,4.4,1194.79
ASUS,ASUS VivoBook Go 14,14 Inches,Scarlet,64 GB,Celeron,4 GB,Windows 11 Home S,,Integrated,Intel UHD Graphics,,4.1,1348.94
HP,HP Pavilion,14 Inches,Gold,256 GB,Intel Core i5-1135G7,8 GB,Windows 11,Fingerprint Reader,Integrated,,,0.0,940.46
ASUS,ASUS ZenBook Pro Duo 15,15.6 Inches,Celestial Blue,1 TB,Core i9,32 GB,Windows 10 Pro,Backlit Keyboard,RTX 3060,,,4.6,1068.44
HP,,15.6 Inches,Maroon,1000 GB,Intel Core i3,32 GB,Windows 11,,Integrated,Intel,3 GHz,0.0,1334.09
Asus,ASUS BR1100,11.6 Inches,Dark Grey,64 GB,Celeron,4 GB,Windows 10 Pro,Anti Glare Coating,Integrated,,,4.1,1213.11
Lenovo,Lenovo Ideapad,15.6 Inches,Gray,256 GB,Intel Core i5-1135G7,12 GB,Windows 11 Home,FHD Touch Screen,Integrated,,,4.3,1131.11
Lenovo,Lenovo Yoga 7i,16 Inches,Gray,256 GB,Intel Core i5,8 GB,Windows 11 Home,Backlit Keyboard,Integrated,,,4.1,248.14
ROKC,,15.6 Inches,Maroon,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,872.31
HP,,15.6 Inches,Maroon,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1114.52
ROKC,Ideapad 3,15.6 Inches,Scarlet,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,618.16
Dell,Inspiron 14 5425,14 Inches,Pebble Green,512 GB,AMD Ryzen 7,8 GB,Windows 11 Pro,Anti-glare,AMD Radeon Graphics,,,4.1,985.12
LENOVO,ThinkPad,14 Inches,Black,512 GB,Intel Core i7,16 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Spill resistant, High Definition Audio, Anti Glare Coating",Integrated,,,4.2,911.06
SAMSUNG,Galaxy Chromebook,13.3 Inches,Fiesta Red,256 GB,Core i5-10210U,8 GB,Chrome OS,Support Stylus,Integrated,,,4.2,892.3
acer,CB317-1H-C6RK,17.3 Inches,Silver,128 GB,Celeron N,4 GB,Chrome OS,Numeric Keypad,Integrated,,,3.5,1097.04
Dell,Inspiron 15 3530,15.6 Inches,Scarlet,2 TB,Core i7 Family,64 GB,Windows 11 Home,,Integrated,Intel Iris Xe Graphics,,4.2,1121.36
DELL,Inspiron,16 Inches,Burgundy,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,1145.72
MSI,Stealth GS66 12UGS-025,15.6 Inches,Scarlet,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,522.91
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1176.74
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,997.39
MSI,Vector GP66 12UGS-267,15.66 Inches,Maroon,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,658.12
LG,15Z90RT-K.ADB9U1,16 Inches,Crimson,2 TB,Intel Core i7,32 GB,Windows 11 Home,,Integrated,Intel Iris,,4.7,983.69
acer,A514-56M-576D,14 Inches,Gray,512 GB,Core i5,8 GB,Windows 11 Home,Backlit Keyboard,Integrated,,,,743.31
Dell,Inspiron 5620 Laptop,16 Inches,Scarlet,1000 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1008.39
HP,17-cn0003dx,17.3 Inches,Burgundy,1000 GB,Intel Core i3,32 GB,Windows 11,,Integrated,Intel,,0.0,1325.52
Lenovo,e15,13 Inches,Black,256 GB,8032,8 GB,Windows 10 Pro,Anti-glare,Integrated,,,4.5,586.95
Dell,XPS 13 9315,13.4 Inches,Sky,1 TB,Core i7,32 GB,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,,,2.8,927.71
ROKC,,14 Inches,Maroon,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,808.7
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1056.62
Lenovo,82XQ001GUS,15.6 Inches,Scarlet,256 GB,AMD Ryzen 3 2300X,8 GB,Windows 11 Home,,Integrated,AMD Radeon 610M,2.4 GHz,5.0,1522.92
Lenovo,Lenovo ideapad Flex 5,14 Inches,Graphite Grey,256 GB,Ryzen 5 5500U,16 GB,Windows 11,Fingerprint reader,Integrated,,,0.0,1126.96
Dell,Latitude,15.6 Inches,,256 GB,Core i5,8 GB,Windows 11 Pro,Anti-glare Screen,Integrated,Intel,,5.0,1029.01
ROKC,,14 Inches,Crimson,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,921.93
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1075.34
ASUS,ASUS ZenBook Pro Duo 15,15.6 Inches,,1 TB,Core i7,16 GB,,Nanoedge,RTX 3070Ti,NVIDIA GeForce RTX 3070,4.7 GHz,4.4,1158.64
Dell,XPS 13 9320,13.4 Inches,Platinum,1 TB,Core i7,16 GB,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,,,5.0,882.57
Razer,Blade 15,15.6 Inches,Black with illuminated Razer Logo,1 TB,Intel Core i7 12800H,16 GB,Windows 11 Home,Anti Glare Coating,RTX 3070 Ti,,,4.2,584.7
HP,HP Notebook 15-dy1731ms,15.6 Inches,Silver,128 GB,Intel Core i3,8 GB,Windows 10,Stereo Speakers,Integrated,,,4.5,1235.28
Lenovo,Newest Flagship Lenovo Chromebook,14 Inches,Maroon,64 GB,Cortex,4 GB,Chrome OS,,Integrated,Integrated ARM Mali-G52 2EE MC2 GPU,,4.2,1246.71
DELL,Latitude 5530,15.6 Inches,Red,1 TB,Core i5 Family,32 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,5.0,1427.92
ROKC,,14 Inches,Scarlet,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,777.52
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1021.42
acer,AN16-41-R5KC,16 Inches,Black,1 TB,Ryzen 9,16 GB,Windows 11 Home,"Backlit Keyboard, Memory Card Slot",Dedicated,,,5.0,769.85
ASUS,Zephyrus Duo,16 Inches,Black,2 TB,Ryzen 9,32 GB,Windows 11 Pro,Anti Glare Coating,Dedicated,,,3.5,677.75
ASUS,ASUS Laptop L210,11.6 Inches,Scarlet,64 GB,Celeron,4 GB,Windows 11 S,,Integrated,,2.8 GHz,4.0,1064.67
ROKC,,14 Inches,Scarlet,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,927.33
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1190.17
HP,Pavilion X360,14 Inches,Gold,256 GB,Core i5-1130G7,8 GB,Windows 11 Home,Fingerprint Reader,Integrated,,,4.6,750.0
LG,16Z90Q-R.AAS8U1,16 Inches,Burgundy,1 TB,Core i7,16 GB,Windows 11 Home,,RTX2050,Intel Iris Xe Graphics,,4.5,1049.11
SAMSUNG,Samsung Chromebook,12.2 Inches,Light Titan,32 GB,Celeron,4 GB,Chrome OS,Pen,Integrated,,,4.5,1137.6
LENOVO,IdeaPad,15.6 Inches,Grey,1 TB,Core i3,20 GB,Windows 11 Home,Numeric Keypad,Integrated,,,4.4,969.32
ROKC,,14 Inches,Crimson,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,779.79
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1059.37
Lenovo,2022,13.3 Inches,Graphite Grey,,Others,4 GB,Chrome OS,Anti Glare Coating,Integrated,Intel Integrated Graphics,,4.1,898.84
HP,6M0Z7UA#ABA,15.6 Inches,Red,512 GB,Intel Core i5-1135G7,16 GB,Windows 11 Home,,Integrated,,2.4 GHz,4.3,1332.05
LG,17Z90R-K.AAB8U1,17 Inches,Black,1 TB,Intel Core i7,16 GB,Windows 11 Home,Anti-glare,Integrated,,,4.0,961.67
Dell,Latitude,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Information Not Available,Integrated,,,5.0,698.65
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,822.05
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,495.86
Dell,Alienware X15 R2 Laptop,15.6 Inches,Crimson,512 GB,Core i7,16 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3060,,,1137.14
HP,HP Pavilion x360,14 Inches,Silver,512 GB,Core i5,8 GB,Windows 11 Home,"Fingerprint Reader, Backlit Keyboard",Integrated,,,4.2,312.42
LG,16Z90R-A.ADB9U1,16 Inches,Black,2 TB,Intel Core i7,32 GB,Windows 11 Home,Anti-glare,Dedicated,,,4.1,740.42
ASUS,TUF Gaming F15,15.6 Inches,Red,512 GB,Core i5,16 GB,Windows 11 Home,,Dedicated,,4.5 GHz,4.3,977.65
Asus,Vivobook,14 Inches,Grey,256 GB,Core i3,8 GB,Windows 11,Backlit Keyboard,Intel UHD Graphics,,,0.0,1117.37
MSI,Pulse GL66,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Anti Glare Coating,Integrated,,,4.5,782.35
LG,16Z90RS-K.AAW7U1,16 Inches,Red,1 TB,Intel Core i7,16 GB,Windows 11 Home,,Integrated,,5 GHz,2.9,1274.8
DELL,Inspiron,15.6 Inches,Black,1000 GB,Intel Core i7,32 GB,Windows 11,"Memory Card Slot, Numeric Keypad",Integrated,,,0.0,1426.17
HP,Chromebook,14 Inches,Mineral Silver,32 GB,Celeron N,4 GB,Chrome OS,Stereo Speakers,Integrated,,,4.5,1117.06
LG,14Z90RS-K.ADW9U1,14 Inches,Scarlet,1 TB,Intel Core i7,32 GB,Windows 11 Home,,Integrated,,5 GHz,4.2,615.76
MSI,Pulse 15 B13VGK-1262US,15.6 Inches,Burgundy,1 TB,Core i7,32 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 4070,,,1104.69
ROKC,,15.6 Inches,Maroon,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1103.64
HP,,15.6 Inches,Red,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1166.6
ROKC,Ideapad 3,15.6 Inches,Crimson,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,1499.76
Dell,Alienware m15 R5 Ryzen Edition Laptop,15.6 Inches,Dark Side of the Moon,512 GB,AMD Ryzen 7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3060,,,4.0,731.35
ASUS,Vivobook S 14 Flip OLED,14 Inches,Blue,1 TB,Ryzen 7 5800H,16 GB,Windows 11 Home,"HD Audio, Fingerprint Reader, Backlit Keyboard, Support Stylus",Integrated,,,4.1,1278.87
HP,HP Victus,15.6 Inches,Mica Silver,512 GB,Ryzen 5,16 GB,Windows 11 Home,"144Hz Refresh Rate, Backlit Keyboard",GeForce RTX 2050,,,3.4,942.1
HP,HP,14 Inches,Ash Gray,64 GB,Celeron,4 GB,Chrome OS,Numeric Keypad,Integrated,,,4.1,833.53
Microsoft,Surface Laptop 4,13.5 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,Backlit Keyboard,Integrated,Intel Iris Xe Graphics,,5.0,932.7
Lenovo,,14 Inches,,512 GB,Core i5,16 GB,Windows 11 Home,"Backlit Keyboard,Fingerprint Reader,Stylus Pen",Integrated,Intel Iris Xe Graphics,1.3 GHz,3.8,1183.11
Dell,Latitude 7000,13.3 Inches,,512 GB,Core i5,16 GB,Windows 11,"Anti-reflection, Anti-smudge, Anti-glare Screen",Iris Xe Graphics,Intel Iris Xe Graphics,,0.0,967.57
Apple,MacBook Pro,13.3 Inches,Crimson,,,16 GB,Mac OS,,Integrated,,,4.7,1062.63
DELL,Inspiron,16 Inches,Maroon,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,745.13
MSI,Vector GP66 12UGS-267,15.66 Inches,Maroon,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,959.74
MSI,Stealth GS66 12UGS-025,15.6 Inches,Maroon,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,597.95
ROKC,,14 Inches,Burgundy,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,882.9
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,913.18
ASUS,Asus,14 Inches,Black,64 GB,Celeron,4 GB,Windows 10,Stereo Speakers,Integrated,,,4.2,950.52
acer,SFX14-51G-71Y1,14 Inches,Green,512 GB,Intel Core i7,16 GB,Windows 11 Home,Backlit Keyboard,Dedicated,,,4.2,895.35
SAMSUNG,XE530QDA-KB1US,13.3 Inches,Crimson,,Core i3,16 GB,Chrome OS,,Integrated,Intel UHD Graphics,2.1 GHz,4.4,1371.06
HP,Elitebook 840 G3,14 Inches,Silver,256 GB,Athlon,8 GB,Windows 10 Pro,Speakers,Integrated,,,4.0,1216.97
HP,HP Pavilion,15.6 Inches,Maroon,1 TB,AMD Ryzen 7,32 GB,Windows 11,,AMD Radeon Graphics,AMD Radeon Graphics,,0.0,1172.77
ROKC,,14 Inches,Burgundy,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,934.05
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1149.21
Lenovo,Lenovo Ideapad 3,15.6 Inches,Platinum Grey,128 GB,Celeron N4000,4 GB,Windows 10 Home,HD,Integrated,,,4.1,1209.91
acer,CB314-1H-C884,14 Inches,Crimson,64 GB,Celeron N,4 GB,Chrome OS,,Integrated,Intel,,4.4,1049.41
acer,A517-52-75N6,17.3 Inches,Silver,512 GB,Intel Core i7,16 GB,Windows,Fingerprint Reader,Integrated,,,4.0,381.96
Lenovo,Ideapad 3i,15.6 Inches,Gray,512 GB,Intel Core i5-1135G7,8 GB,Windows 11,HD,Integrated,,,0.0,682.78
Dell,Latitude,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Information Not Available,Integrated,,,,1256.35
ASUS,TP470EA-AS34T,14 Inches,Indie Black,128 GB,Core i3,4 GB,Windows 10 S,Fingerprint Reader,Integrated,,,4.3,1073.94
LG,LG Gram,17 Inches,Red,512 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics eligible Integrated,3.7 GHz,,1222.14
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1248.52
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1359.62
Lenovo,,16 Inches,,1 TB,Intel Core i7,16 GB,Windows 11 Home,"Backlit Keyboard,Fingerprint",Integrated,Intel Iris Xe Graphics,4.7 GHz,4.8,1168.49
Lenovo,ideapad,14 Inches,Burgundy,64 GB,Celeron N4020,4 GB,Windows 11,,Integrated,Intel,,0.0,1076.14
acer,AN16-41-R1WE,16 Inches,Black,512 GB,AMD Ryzen 7,16 GB,Windows 11 Home,"Backlit Keyboard, Memory Card Slot",Dedicated,,,5.0,875.03
Lenovo,ideapad3i-14-i5,14 Inches,Platinum Gray,512 GB,Core i5-10210U,8 GB,Windows 11 Home,Narrow Bezel,Integrated,,,4.2,908.44
HP,"2023 Newest HP 14"" Chromebook",14 Inches,Burgundy,64 GB,Celeron N,4 GB,Chrome OS,,Integrated,Intel UHD Graphics 600,,4.2,1127.18
Panasonic,Panasonic Toughbook,14 Inches,Silver/Black,1 TB,Core i5,16 GB,Windows 10,"Spill-resistant,Stereo",Integrated,,,3.6,1352.01
ROKC,,14 Inches,Crimson,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,924.63
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,808.08
Dell,Inspiron,15.6 Inches,Scarlet,1 TB,Core i5,32 GB,Windows 11 Pro,,Integrated,Intel UHD Graphics,2.4 GHz,5.0,879.53
ASUS,"17.3"" Chromebook",17.3 Inches,Transparent Silver,64 GB,Pentium Other,4 GB,Chrome OS,"Chiclet Keyboard, 1.5mm Key-travel , camera",Integrated,,,4.0,948.59
Lenovo,Slim 7 82VB,16 Inches,Storm Grey,4 TB,Core i7 Family,32 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Dedicated,,,,1097.26
HP,EliteBook 655 G9,15.6 Inches,,512 GB,Ryzen 5,16 GB,Windows 10 Pro,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,5.0,841.64
ROKC,,14 Inches,Maroon,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,833.71
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,861.34
ASUS,CXB170CK,17.3 Inches,Silver,64 GB,Celeron,4 GB,Chrome OS,Anti-glare,Integrated,,,4.5,1154.04
acer,AN515-58-725A,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Anti Glare Coating,Dedicated,,,4.6,581.7
acer,Acer Aspire 3,15.6 Inches,Red,512 GB,Ryzen 5,8 GB,Windows 11 Home,,Integrated,AMD Radeon,,4.3,938.27
ASUS,S5402ZA-IS74,14.5 Inches,,512 GB,Core i7,12 GB,Windows 11 Home,Anti-glare,Integrated,,2.3 GHz,3.8,969.52
ASUS,Rog Strix Scar G533Z,15.6 Inches,Off Black,4 TB,Intel Core i9,64 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,1071.33
ASUS,VivoBook S15,15.6 Inches,Indie Black,512 GB,Intel Core i7-1165G7,16 GB,Windows 11,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot, Anti Glare Coating",Integrated,,,0.0,923.72
ASUS,VivoBook Pro 16,16 Inches,Maroon,512 GB,Core i9,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4060,,4.0,887.7
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,827.74
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1119.68
ASUS,ASUS Chromebook Flip CX3,14 Inches,AI Blue,512 GB,Intel Core i7,16 GB,Chrome OS,"Backlit Keyboard,Stylus",Integrated,,,3.9,998.9
ASUS,VivoBook Pro 15,15.6 Inches,Blue,512 GB,Intel Core i7,16 GB,Windows 11 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,,5.0,1397.31
SAMSUNG,Galaxy Book Go,14 Inches,Silver,128 GB,Snapdragon,4 GB,Windows 11 Home,Anti Glare Coating,Integrated,,,4.3,785.57
MSI,Summit E16Flip A13VFT-060US,16 Inches,Ink Black,2 TB,Core i7,32 GB,Windows 11 Pro,Pen,Dedicated,,,,1075.56
Panasonic,CF-31 MK5,13.1 Inches,Silver/Black,240 GB,Core i5 5300U,8 GB,Windows 10,Anti-glare,Integrated,,,4.1,1154.84
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1020.03
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1104.86
Dell,Latitude 5000,14 Inches,Gray,512 GB,Core i7,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,4.8,793.6
Toughbook,Panasonic Toughbook,13.1 Inches,Silver,256 GB,Core i5 7200U,16 GB,Windows 10 Pro,Backlit Keyboard,Integrated,,,4.8,944.8
HP,HP ProBook,11.6 Inches,Crimson,128 GB,Celeron,4 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics 600,,4.1,864.48
ASUS,VivoBook Pro 16,16 Inches,Crimson,1 TB,Core i9,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4060,,3.0,989.57
Dell,Latitude,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Anti-glare Screen,Integrated,Intel,,,1107.98
ROKC,,14 Inches,Scarlet,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1338.11
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1025.71
Lenovo,"Lenovo Ideapad 1 (14"", intel)",14 Inches,Ice Blue,64 GB,Celeron N4020,4 GB,Windows 11,Anti-glare Screen,Integrated,,,0.0,1095.49
HP,1A1L3UA,15.6 Inches,,1 TB,Ryzen 3 3250U,4 GB,Windows 10 Home,HD Audio,Integrated,AMD Radeon Graphics,,3.8,655.97
Dell,Latitude 5530 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,5.0,1055.73
Dell,Latitude 3000,14 Inches,Black,256 GB,Core i5 Family,8 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,3.9,1345.83
ASUS,ASUS Chromebook,12 Inches,Red,32 GB,MediaTek MT8183,4 GB,Chrome OS,,Integrated,Mali-G72 MP3,,4.2,1017.08
ROKC,,14 Inches,Crimson,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1148.55
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1003.06
Dell,XPS 15 9520,15.6 Inches,Burgundy,512 GB,Core i7,16 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3050,,4.8,1068.49
Dell,Precision 7000,16 Inches,,512 GB,Core i7,32 GB,Windows 11 Pro,Anti-glare Screen,RTX A1000,NVIDIA RTX A1000,,,1114.98
Gigabyte,AORUS 17X AZF-C5US665SP,17 Inches,Black,2 TB,Core i9,32 GB,Windows 11 Pro,Backlit Keyboard,Dedicated,,,5.0,1021.18
HP,,14 Inches,Scarlet,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,2.4 GHz,0.0,1147.11
Lenovo,"Lenovo Ideapad Gaming 3i 15""",15.6 Inches,Gray,512 GB,Core i7,8 GB,Windows 11 Home,Anti Glare Coating,Dedicated,,,4.3,1253.82
acer,Acer 315,15.6 Inches,Maroon,64 GB,1.2GHz Cortex A8 Processor,4 GB,Chrome OS,,Integrated,Intel UHD Graphics 600,,4.3,972.14
ROKC,,14 Inches,Maroon,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,933.33
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1415.7
Lenovo,,13.3 Inches,Gray,64 GB,Others,4 GB,Chrome OS,Stylus,Integrated,Integrated Card,,4.2,689.23
acer,Nitro 5,17.3 Inches,RGB Backlit,2 TB,Core i5,32 GB,Windows 11 Home,Backlit Kb,Dedicated,,,4.5,1032.38
ASUS,Rog Strix Scar G533Z,15.6 Inches,Off Black,1 TB,Intel Core i9,32 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,906.65
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1021.65
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1376.39
Dell,Latitude Rugged 5430 Laptop,14 Inches,Scarlet,1000 GB,Core i5,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,694.84
Corsair,VOYAGER a1600,16 Inches,Crimson,2 TB,Ryzen 9,32 GB,Windows 11 Home,,Dedicated,AMD Radeon RX 6800M,,2.6,906.76
Apple,MacBook Air,13.3 Inches,Maroon,256 GB,,8 GB,Mac OS,,Integrated,,,4.0,1028.67
ASUS,Chromebook C423,14 Inches,Silver,64 GB,Celeron N,4 GB,Chrome OS,"Anti-glare,Ultra-narrow Bezel",Integrated,,,4.9,1074.28
Panasonic,CF-53 MK4,14 Inches,Silver/Black,1 TB,Core i5 4310M,16 GB,Windows 10 Pro,Spill-resistant,Integrated,,,3.6,979.76
Alienware,Alienware m15 R7,15.6 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 11 Home,Anti Glare Coating,Integrated,,,4.0,738.13
Dell,Precision 5770,17 Inches,,512 GB,Core i7 Family,32 GB,Windows 11 Pro,Anti-glare,Dedicated,NVIDIA RTX A3000 12GB GDDR6,,5.0,1366.62
Apple,MacBook Air,13 Inches,Scarlet,,Apple M1,8 GB,Mac OS,,Integrated,,,4.8,1021.21
ROKC,,15.6 Inches,Burgundy,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,905.81
